tahun_keluaran,nama_laptop,cpu,ram_gb,storage_gb,gpu,ukuran_layar_inch,resolusi_lebar,resolusi_tinggi,tipe_panel,kapasitas_baterai_wh,sistem_operasi,fitur_keamanan,harga_idr
2023,HP OmniBook 73,Intel Core i5-1240P,16,1024,Intel Iris Xe,14.2,3024,1964,IPS 144Hz,44,Windows 10 Home,IR Camera TPM 2.0,11500000
2023,Dell Inspiron 87,Intel Core Ultra 7 155H,16,1024,Intel Arc Graphics,13.6,3024,1964,IPS,36,Windows 11 Home,Kensington Lock,11900000
2022,HP Victus 21,Intel Core Ultra 7 155H,16,512,AMD Radeon Graphics,16.1,2880,1800,OLED 120Hz,81,Windows 10 Home,Kensington Lock,14000000
2022,Lenovo IdeaPad Slim 22,Intel Core Ultra 7 155H,8,512,AMD Radeon Graphics,14.2,2880,1800,OLED 120Hz,65,Windows 11 Home,Privacy Shutter,14200000
2020,MSI Stealth 56,AMD Ryzen 3 3200U,4,1024,NVIDIA RTX 3050,13.3,2880,1800,TN,72,Windows 11 Pro,Firmware TPM,10500000
2023,Asus Zenbook 69,Intel Core Ultra 7 155H,8,1024,AMD Radeon Graphics,14.2,3024,1964,IPS,43,Windows 10 Home,IR Camera TPM 2.0,10000000
2019,Asus Zenbook 35,Intel Core i5-1035G1,16,512,Intel Iris Xe,13.6,3024,1964,IPS,47,Windows 11 Home,Firmware TPM,9100000
2018,HP Envy 13,AMD Ryzen 5 4500U,4,1024,NVIDIA GTX 1650,14.2,2560,1600,IPS 144Hz,61,Windows 11 Home,Privacy Shutter,10200000
2026,Acer Nitro 25,Snapdragon X Elite X1E-78-100,32,512,NVIDIA RTX 4070,13.6,2560,1600,IPS 165Hz,69,Windows 10 Home,IR Camera TPM 2.0,31100000
2024,MSI Katana 90,Intel Core i5-1240P,8,512,NVIDIA RTX 4050,13.3,3024,1964,OLED 120Hz,66,Windows 10 Home,Kensington Lock,15400000
2026,Asus TUF Gaming 75,AMD Ryzen 7 9840U,32,512,AMD Radeon 880M,15.6,1366,768,Mini LED 240Hz,79,Windows 11 Pro,Kensington Lock,20700000
2025,Asus ROG Zephyrus 70,Intel Core Ultra 7 258V,32,512,NVIDIA RTX 4070,14.0,1920,1200,Mini LED 240Hz,51,Windows 11 Home,IR Camera TPM 2.0,35800000
2018,Acer Aspire 12,Intel Core i7-1165G7,16,1024,NVIDIA RTX 3050,14.0,2880,1800,IPS,45,Windows 10 Home,Fingerprint,13300000
2026,Acer Swift 89,Intel Core Ultra 7 258V,64,1024,AMD Radeon 880M,14.2,2560,1600,IPS 165Hz,46,Windows 11 Pro,IR Camera TPM 2.0,26700000
2023,Dell Vostro 66,AMD Ryzen 9 8945HS,8,512,NVIDIA RTX 4060,16.1,1920,1200,OLED 120Hz,95,Windows 10 Home,Kensington Lock,30200000
2023,Lenovo IdeaPad Slim 22,Intel Core i5-1240P,32,512,Intel Iris Xe,15.6,1366,768,IPS,79,Windows 10 Home,IR Camera TPM 2.0,15800000
2020,Acer Nitro 34,Intel Core i7-1165G7,4,1024,Intel Iris Xe,16.1,1920,1200,IPS 144Hz,79,Windows 10 Home,Fingerprint,7600000
2018,HP Pavilion 29,AMD Ryzen 7 5800H,16,256,Intel UHD Graphics,15.6,1366,768,IPS,62,Windows 11 Pro,Kensington Lock,7200000
2022,HP Victus 22,Intel Core Ultra 7 155H,8,1024,Intel Iris Xe,16.1,2560,1600,OLED 120Hz,56,Windows 10 Home,IR Camera TPM 2.0,11800000
2019,Lenovo ThinkPad 59,Intel Core i5-1035G1,4,512,Intel UHD Graphics,16.0,3024,1964,TN,91,Windows 11 Home,IR Camera TPM 2.0,6100000
2018,Asus ROG Zephyrus 55,AMD Ryzen 5 4500U,16,256,Intel Iris Xe,16.0,1366,768,IPS 144Hz,71,Windows 11 Home,Firmware TPM,7300000
2018,Dell Inspiron 77,Intel Core i5-1035G1,8,256,Intel Iris Xe,14.0,1920,1080,TN,43,Windows 11 Pro,Fingerprint,5100000
2020,HP Envy 72,Intel Core i7-1165G7,16,1024,AMD Radeon Graphics,16.0,2560,1600,IPS,86,Windows 10 Home,Kensington Lock,10300000
2024,Lenovo Legion 33,AMD Ryzen 5 7520U,8,1024,Intel Arc Graphics,16.0,2560,1600,IPS 144Hz,86,Windows 10 Home,Privacy Shutter,11500000
2025,Acer Nitro 51,Snapdragon X 2nd Gen,32,1024,AMD Radeon 880M,14.0,3024,1964,IPS 165Hz,58,Windows 11 Pro,Kensington Lock,18000000
2019,Acer Swift 15,AMD Ryzen 5 4500U,8,512,NVIDIA RTX 3050,15.6,2560,1600,IPS 144Hz,77,Windows 11 Pro,Privacy Shutter,9200000
2020,Apple MacBook Pro 65,Intel Core i5-8210Y,8,128,Intel UHD Graphics,16.0,1920,1200,Liquid Retina,78,macOS,Touch ID,10100000
2023,Asus Vivobook 51,AMD Ryzen 9 8945HS,16,512,NVIDIA RTX 3050,13.6,1366,768,OLED,70,Windows 11 Pro,Kensington Lock,19300000
2021,Dell Vostro 24,AMD Ryzen 7 5800H,16,1024,Intel UHD Graphics,16.0,3024,1964,IPS 144Hz,81,Windows 11 Pro,Privacy Shutter,11400000
2024,HP Envy 36,AMD Ryzen 5 7520U,16,512,AMD Radeon Graphics,13.3,2560,1600,OLED 120Hz,42,Windows 10 Home,Kensington Lock,14800000
2023,Dell Alienware 41,Intel Core Ultra 7 155H,8,512,NVIDIA RTX 3050,13.6,1366,768,OLED,60,Windows 11 Pro,Kensington Lock,21200000
2026,Asus ROG Zephyrus 93,Snapdragon X Elite X1E-78-100,16,1024,NVIDIA RTX 5070,14.0,1920,1200,Mini LED 240Hz,55,Windows 10 Home,Kensington Lock,31100000
2023,Acer Aspire 61,AMD Ryzen 5 7520U,32,512,NVIDIA RTX 4070,15.6,1366,768,OLED,61,Windows 11 Home,IR Camera TPM 2.0,30000000
2018,Lenovo IdeaPad Slim 52,Intel Core i5-1035G1,4,256,Intel Iris Xe,16.1,2880,1800,IPS 144Hz,78,Windows 11 Pro,IR Camera TPM 2.0,3900000
2018,HP Pavilion 25,Intel Core i3-8130U,8,512,NVIDIA RTX 3050,14.0,1920,1080,IPS,45,Windows 10 Home,Privacy Shutter,11700000
2019,Lenovo Legion 29,AMD Ryzen 7 5800H,8,1024,Intel UHD Graphics,15.6,2880,1800,IPS 144Hz,70,Windows 11 Pro,IR Camera TPM 2.0,7600000
2025,HP Envy 72,AMD Ryzen 7 9840U,32,2048,Intel Arc Graphics 140V,15.6,3024,1964,Mini LED 240Hz,70,Windows 10 Home,Kensington Lock,24000000
2021,MSI Modern 20,Intel Core i5-1035G1,4,1024,Intel Iris Xe,16.1,1920,1080,IPS,79,Windows 11 Home,Kensington Lock,7900000
2019,HP Victus 86,Intel Core i7-1165G7,8,1024,NVIDIA GTX 1650,13.6,1366,768,IPS 144Hz,67,Windows 11 Pro,Firmware TPM,13700000
2021,HP Spectre 68,Intel Core i5-1035G1,8,256,Intel UHD Graphics,14.2,3024,1964,IPS,45,Windows 11 Pro,Firmware TPM,7300000
2019,Lenovo ThinkPad 24,Intel Core i5-1035G1,4,512,Intel Iris Xe,13.3,3024,1964,IPS,65,Windows 11 Pro,Kensington Lock,6000000
2025,HP Envy 26,AMD Ryzen 7 9840U,32,512,AMD Radeon 880M,15.6,2880,1800,Mini LED 240Hz,82,Windows 11 Pro,Kensington Lock,19000000
2025,HP Envy 23,Snapdragon X Elite X1E-78-100,16,1024,AMD Radeon 880M,13.6,1920,1200,Mini LED 240Hz,73,Windows 10 Home,IR Camera TPM 2.0,17700000
2025,Dell Alienware 24,Intel Core i9-16900HX,16,512,Intel Arc Graphics 140V,13.3,1920,1200,OLED 120Hz,71,Windows 11 Pro,Kensington Lock,14600000
2026,Asus ROG Zephyrus 39,Snapdragon X Elite X1E-78-100,32,512,AMD Radeon 880M,16.1,1920,1200,IPS 165Hz,99,Windows 11 Pro,IR Camera TPM 2.0,17100000
2021,Lenovo Yoga 55,AMD Ryzen 7 5800H,16,512,Intel UHD Graphics,13.6,3024,1964,TN,67,Windows 11 Pro,Privacy Shutter,10400000
2025,MSI Katana 99,AMD Ryzen 7 9840U,64,512,AMD Radeon 880M,14.0,1920,1080,OLED 120Hz,64,Windows 10 Home,Fingerprint,26900000
2025,Acer Nitro 13,Intel Core Ultra 7 258V,16,2048,Intel Arc Graphics 140V,14.0,2880,1800,IPS 165Hz,65,Windows 10 Home,Privacy Shutter,13800000
2025,Apple MacBook Air 71,Apple M2 8-Core,24,256,Apple M2 8-Core GPU,15.6,1920,1080,IPS Retina,87,macOS,Touch ID,17300000
2019,Asus ROG Zephyrus 53,AMD Ryzen 7 5800H,8,1024,AMD Radeon Graphics,14.2,1920,1200,IPS 144Hz,51,Windows 11 Home,IR Camera TPM 2.0,7600000
2018,Apple MacBook Pro 49,Apple M1 8-Core,16,128,Apple M1 7-Core GPU,14.0,3024,1964,Liquid Retina XDR,68,macOS,Touch ID Apple T2,11400000
2020,Acer Swift 95,AMD Ryzen 3 3200U,4,256,NVIDIA RTX 3050,16.0,1920,1200,IPS 144Hz,82,Windows 10 Home,Privacy Shutter,10500000
2019,Lenovo ThinkPad 92,AMD Ryzen 7 5800H,16,1024,NVIDIA GTX 1650,13.6,3024,1964,IPS 144Hz,51,Windows 10 Home,Privacy Shutter,15000000
2023,Acer Predator 46,Intel Core i5-1240P,32,1024,NVIDIA RTX 4070,14.2,2880,1800,IPS,64,Windows 11 Home,Fingerprint,29500000
2019,Asus TUF Gaming 98,AMD Ryzen 7 5800H,4,1024,AMD Radeon Graphics,15.6,1920,1080,IPS 144Hz,97,Windows 10 Home,IR Camera TPM 2.0,6300000
2025,HP Pavilion 48,Intel Core Ultra 7 258V,16,1024,NVIDIA RTX 4070,13.3,1920,1200,OLED 120Hz,66,Windows 10 Home,IR Camera TPM 2.0,24900000
2018,Asus ROG Zephyrus 28,AMD Ryzen 5 4500U,16,1024,Intel Iris Xe,16.0,1920,1080,TN,72,Windows 11 Home,Privacy Shutter,9600000
2021,Acer Aspire 48,AMD Ryzen 3 3200U,8,256,NVIDIA GTX 1650,14.2,1920,1200,IPS,41,Windows 10 Home,Kensington Lock,14200000
2022,Lenovo ThinkPad 97,Intel Core i7-13700H,32,512,AMD Radeon Graphics,14.2,1920,1080,IPS 144Hz,70,Windows 11 Home,Firmware TPM,14300000
2022,Asus ROG Zephyrus 83,AMD Ryzen 7 7840HS,8,1024,NVIDIA RTX 4070,13.3,2880,1800,OLED 120Hz,43,Windows 11 Pro,IR Camera TPM 2.0,29400000
2026,MSI Katana 70,Snapdragon X Elite X1E-78-100,32,1024,NVIDIA RTX 4060,15.6,2560,1600,OLED 120Hz,56,Windows 11 Home,IR Camera TPM 2.0,30200000
2022,Apple MacBook Air 85,Apple M4 10-Core,24,256,Apple M4 10-Core GPU,16.1,1920,1080,IPS Retina,80,macOS,Touch ID Apple T2,30900000
2025,Apple MacBook Pro 17,Apple M3 8-Core,8,512,Apple M3 8-Core GPU,15.6,1920,1200,IPS Retina,61,macOS,Touch ID,32400000
2023,Apple MacBook Air 26,Apple M2 8-Core,16,1024,Apple M2 8-Core GPU,16.0,1920,1080,Liquid Retina XDR,86,macOS,Touch ID,15900000
2020,HP Envy 11,AMD Ryzen 7 5800H,4,256,Intel UHD Graphics,13.6,1366,768,TN,73,Windows 11 Home,Firmware TPM,6200000
2019,Lenovo Yoga 24,AMD Ryzen 5 4500U,8,512,Intel UHD Graphics,14.0,2560,1600,TN,60,Windows 11 Home,Kensington Lock,6300000
2021,Apple MacBook Pro 89,Apple M4 10-Core,8,512,Apple M4 10-Core GPU,13.6,1366,768,Liquid Retina XDR,75,macOS,Touch ID Apple T2,22500000
2021,Lenovo Yoga 71,Intel Core i7-1165G7,16,256,NVIDIA RTX 3050,14.0,2560,1600,IPS,52,Windows 11 Home,Privacy Shutter,14800000
2019,Acer Predator 65,Intel Core i7-1165G7,8,256,NVIDIA RTX 3050,13.3,1920,1200,IPS,72,Windows 10 Home,Kensington Lock,10000000
2025,Asus ROG Zephyrus 28,AMD Ryzen 7 9840U,16,512,Qualcomm Adreno,16.1,1920,1080,IPS 165Hz,87,Windows 11 Home,IR Camera TPM 2.0,12200000
2026,Acer Aspire 33,AMD Ryzen 7 9840U,64,2048,NVIDIA RTX 4070,14.2,1920,1200,Mini LED 240Hz,43,Windows 11 Pro,Fingerprint,50600000
2024,Asus TUF Gaming 59,AMD Ryzen 9 8945HS,8,1024,Intel Arc Graphics,15.6,1920,1200,OLED,92,Windows 11 Home,Firmware TPM,15400000
2024,Asus Vivobook 14,Intel Core i7-13700H,8,512,NVIDIA RTX 3050,14.0,3024,1964,OLED 120Hz,49,Windows 11 Pro,Fingerprint,18400000
2020,MSI Stealth 64,AMD Ryzen 5 4500U,8,256,Intel UHD Graphics,13.3,1920,1200,IPS 144Hz,63,Windows 10 Home,Kensington Lock,7400000
2018,Lenovo Legion 24,AMD Ryzen 3 3200U,4,1024,NVIDIA RTX 3050,13.6,1920,1200,IPS 144Hz,47,Windows 11 Pro,IR Camera TPM 2.0,11000000
2022,Lenovo Yoga 31,Intel Core i7-13700H,8,512,NVIDIA RTX 4060,13.6,1920,1080,IPS,37,Windows 11 Home,Firmware TPM,16500000
2024,Dell Inspiron 54,AMD Ryzen 5 7520U,8,512,NVIDIA RTX 4050,15.6,1920,1200,OLED 120Hz,77,Windows 10 Home,Firmware TPM,15300000
2026,Apple MacBook Air 19,Apple M4 10-Core,32,256,Apple M4 10-Core GPU,15.6,1920,1080,Liquid Retina,60,macOS,Touch ID Apple T2,35800000
2019,Acer Swift 17,Intel Core i7-1165G7,4,256,AMD Radeon Graphics,14.2,1366,768,IPS,57,Windows 11 Pro,Firmware TPM,6300000
2020,HP Pavilion 79,AMD Ryzen 5 4500U,16,1024,AMD Radeon Graphics,15.6,2880,1800,IPS,58,Windows 11 Pro,Fingerprint,10700000
2019,Dell Alienware 44,Intel Core i3-8130U,8,512,AMD Radeon Graphics,14.0,1920,1080,TN,38,Windows 11 Pro,Kensington Lock,6300000
2026,Apple MacBook Pro 95,Apple M3 8-Core,8,1024,Apple M3 8-Core GPU,15.6,1366,768,IPS Retina,99,macOS,Touch ID,28900000
2024,Dell Inspiron 81,Intel Core Ultra 7 155H,32,512,Intel Iris Xe,14.2,1920,1080,IPS,67,Windows 11 Home,Fingerprint,16200000
2023,Acer Predator 49,Intel Core i5-1240P,8,512,NVIDIA RTX 4050,16.0,3024,1964,OLED 120Hz,98,Windows 10 Home,Kensington Lock,11500000
2025,Asus TUF Gaming 59,Snapdragon X Elite X1E-78-100,64,1024,NVIDIA RTX 4070,13.3,1366,768,OLED 120Hz,63,Windows 11 Pro,Fingerprint,46800000
2021,HP Spectre 18,Intel Core i3-8130U,16,256,Intel Iris Xe,16.0,2880,1800,IPS,89,Windows 10 Home,Fingerprint,8800000
2018,Apple MacBook Air 18,Intel Core i5-8210Y,16,128,Intel UHD Graphics,14.0,1920,1200,IPS Retina,37,macOS,Touch ID,11400000
2021,HP Victus 88,AMD Ryzen 7 5800H,4,1024,Intel UHD Graphics,14.0,1920,1080,TN,69,Windows 11 Home,IR Camera TPM 2.0,7900000
2023,Apple MacBook Air 67,Apple M4 10-Core,24,1024,Apple M4 10-Core GPU,13.6,1920,1200,Liquid Retina,68,macOS,Touch ID Apple T2,32400000
2026,Asus Vivobook 55,Snapdragon X Elite X1E-78-100,32,512,AMD Radeon 880M,16.1,1920,1080,OLED 120Hz,88,Windows 11 Home,Firmware TPM,20900000
2026,Lenovo IdeaPad Slim 58,Intel Core Ultra 7 258V,16,2048,NVIDIA RTX 4060,16.1,1366,768,IPS 165Hz,84,Windows 11 Pro,Fingerprint,23800000
2018,HP Envy 86,Intel Core i3-8130U,4,512,NVIDIA RTX 3050,14.2,2560,1600,IPS,36,Windows 11 Home,Privacy Shutter,9800000
2018,Lenovo Yoga 59,AMD Ryzen 5 4500U,4,1024,AMD Radeon Graphics,15.6,1366,768,TN,77,Windows 10 Home,IR Camera TPM 2.0,6900000
2023,Apple MacBook Pro 86,Apple M3 8-Core,32,512,Apple M3 8-Core GPU,16.1,1366,768,IPS Retina,58,macOS,Touch ID,37200000
2022,Apple MacBook Pro 65,Apple M3 8-Core,32,1024,Apple M3 8-Core GPU,13.6,1366,768,IPS Retina,43,macOS,Touch ID Apple T2,34000000
2022,Asus Zenbook 80,AMD Ryzen 7 7840HS,16,512,NVIDIA RTX 4050,14.0,3024,1964,OLED,52,Windows 11 Home,Privacy Shutter,14400000
2018,Asus ROG Zephyrus 83,Intel Core i7-1165G7,4,512,NVIDIA GTX 1650,14.2,2560,1600,TN,35,Windows 11 Pro,Privacy Shutter,8200000
2025,MSI Cyborg 63,Intel Core Ultra 7 258V,32,2048,NVIDIA RTX 4070,13.3,1920,1080,Mini LED 240Hz,63,Windows 10 Home,Firmware TPM,33800000
2025,Lenovo Yoga 91,Snapdragon X 2nd Gen,64,512,AMD Radeon 880M,16.0,1920,1080,OLED 120Hz,57,Windows 10 Home,Fingerprint,29400000
2025,Dell XPS 16,Intel Core Ultra 7 258V,64,1024,Qualcomm Adreno,16.0,2880,1800,OLED 120Hz,77,Windows 11 Pro,Fingerprint,27700000
2021,HP Pavilion 20,Intel Core i3-8130U,16,256,Intel Iris Xe,14.0,1920,1200,TN,71,Windows 11 Pro,IR Camera TPM 2.0,10400000
2024,Asus TUF Gaming 47,Intel Core Ultra 7 155H,32,1024,AMD Radeon Graphics,16.0,2560,1600,OLED 120Hz,78,Windows 10 Home,Kensington Lock,20200000
2018,Lenovo Legion 16,AMD Ryzen 5 4500U,4,256,NVIDIA RTX 3050,16.1,2880,1800,TN,75,Windows 11 Home,Fingerprint,11500000
2026,Apple MacBook Pro 38,Apple M2 8-Core,16,512,Apple M2 8-Core GPU,16.1,1366,768,Liquid Retina XDR,96,macOS,Touch ID Apple T2,16400000
2021,Dell Alienware 79,AMD Ryzen 5 4500U,4,1024,NVIDIA GTX 1650,15.6,2560,1600,IPS 144Hz,88,Windows 11 Pro,Kensington Lock,11700000
2021,Apple MacBook Pro 42,Apple M3 8-Core,16,512,Apple M3 8-Core GPU,14.0,3024,1964,IPS Retina,42,macOS,Touch ID Apple T2,26500000
2024,HP Pavilion 56,Intel Core i5-1240P,16,1024,NVIDIA RTX 4050,14.2,1920,1080,IPS 144Hz,61,Windows 11 Pro,Firmware TPM,12800000
2020,Dell Vostro 63,AMD Ryzen 7 5800H,4,1024,AMD Radeon Graphics,14.0,1366,768,IPS,55,Windows 11 Pro,Firmware TPM,6400000
2024,Acer Swift 84,Intel Core i7-13700H,16,512,Intel Arc Graphics,14.2,2880,1800,IPS,51,Windows 11 Home,Fingerprint,12400000
2025,MSI Modern 27,Intel Core Ultra 7 258V,64,512,Intel Arc Graphics 140V,15.6,2560,1600,OLED 120Hz,88,Windows 10 Home,IR Camera TPM 2.0,28000000
2020,Acer Swift 48,Intel Core i7-1165G7,16,1024,NVIDIA RTX 3050,16.0,1366,768,TN,57,Windows 10 Home,Privacy Shutter,17300000
2023,Acer Predator 91,Intel Core Ultra 7 155H,16,512,NVIDIA RTX 4060,16.0,2880,1800,IPS 144Hz,92,Windows 11 Home,IR Camera TPM 2.0,20000000
2018,Dell XPS 97,AMD Ryzen 3 3200U,8,512,Intel Iris Xe,16.0,1920,1200,IPS 144Hz,92,Windows 11 Pro,IR Camera TPM 2.0,7200000
2019,Lenovo Legion 74,AMD Ryzen 5 4500U,16,1024,NVIDIA RTX 3050,16.1,1920,1200,IPS 144Hz,82,Windows 11 Home,Kensington Lock,13800000
2023,Apple MacBook Air 29,Apple M4 10-Core,16,512,Apple M4 10-Core GPU,15.6,2880,1800,Liquid Retina XDR,72,macOS,Touch ID,32100000
2023,HP Victus 26,AMD Ryzen 5 7520U,16,512,Intel Arc Graphics,14.0,1366,768,OLED,73,Windows 11 Home,Privacy Shutter,14600000
2022,Lenovo IdeaPad Slim 37,Intel Core i7-13700H,8,512,NVIDIA RTX 4050,13.3,1366,768,IPS 144Hz,66,Windows 11 Pro,Firmware TPM,8400000
2021,HP OmniBook 65,AMD Ryzen 5 4500U,4,512,AMD Radeon Graphics,16.0,2560,1600,TN,62,Windows 11 Pro,IR Camera TPM 2.0,7900000
2024,Acer Nitro 22,AMD Ryzen 9 8945HS,32,512,AMD Radeon Graphics,16.0,3024,1964,IPS,69,Windows 10 Home,Privacy Shutter,15000000
2023,Lenovo Legion 46,AMD Ryzen 9 8945HS,8,1024,Intel Iris Xe,13.3,1920,1200,OLED 120Hz,68,Windows 11 Home,Firmware TPM,13600000
2026,MSI Modern 92,Intel Core i9-16900HX,16,2048,NVIDIA RTX 4060,16.0,1920,1200,OLED 120Hz,67,Windows 11 Pro,Kensington Lock,33900000
2020,MSI Stealth 47,AMD Ryzen 7 5800H,4,1024,Intel Iris Xe,14.2,2560,1600,TN,39,Windows 10 Home,Fingerprint,7400000
2021,MSI Cyborg 15,AMD Ryzen 5 4500U,8,1024,NVIDIA RTX 3050,16.0,2560,1600,TN,77,Windows 11 Home,Privacy Shutter,14400000
2020,HP Victus 48,AMD Ryzen 3 3200U,16,512,NVIDIA RTX 3050,15.6,1920,1200,IPS,85,Windows 11 Pro,IR Camera TPM 2.0,12300000
2019,Apple MacBook Pro 64,Intel Core i5-8210Y,16,128,Intel UHD Graphics,13.6,1920,1200,Liquid Retina,64,macOS,Touch ID Apple T2,12300000
2023,MSI Stealth 27,AMD Ryzen 7 7840HS,16,512,Intel Iris Xe,14.0,1920,1080,OLED,67,Windows 11 Home,IR Camera TPM 2.0,14100000
2026,Apple MacBook Pro 44,Apple M3 8-Core,32,512,Apple M3 8-Core GPU,14.2,1366,768,Liquid Retina,51,macOS,Touch ID Apple T2,34100000
2021,HP Pavilion 50,Intel Core i5-1035G1,16,256,NVIDIA RTX 3050,16.1,1366,768,TN,95,Windows 11 Home,IR Camera TPM 2.0,16900000
2023,Lenovo IdeaPad Slim 13,AMD Ryzen 9 8945HS,16,1024,NVIDIA RTX 4070,16.0,2880,1800,IPS,58,Windows 11 Home,Kensington Lock,23300000
2026,Lenovo Yoga 79,AMD Ryzen 7 9840U,16,1024,Qualcomm Adreno,13.6,3024,1964,Mini LED 240Hz,70,Windows 11 Home,Fingerprint,17900000
2018,Asus Vivobook 78,AMD Ryzen 3 3200U,8,256,Intel Iris Xe,14.0,1920,1080,IPS,36,Windows 10 Home,Firmware TPM,6200000
2021,Asus ROG Zephyrus 26,Intel Core i5-1035G1,16,512,Intel UHD Graphics,13.3,3024,1964,TN,67,Windows 11 Home,IR Camera TPM 2.0,10500000
2024,Asus Vivobook 80,Intel Core i5-1240P,32,1024,Intel Arc Graphics,16.1,2560,1600,OLED,75,Windows 11 Pro,Fingerprint,21300000
2018,HP Envy 69,Intel Core i7-1165G7,16,1024,NVIDIA GTX 1650,14.0,1366,768,IPS,62,Windows 10 Home,Kensington Lock,12800000
2026,HP Spectre 47,Snapdragon X 2nd Gen,16,1024,Intel Arc Graphics 140V,16.0,1920,1200,Mini LED 240Hz,80,Windows 11 Pro,Firmware TPM,18600000
2019,Acer Swift 84,Intel Core i5-1035G1,8,512,NVIDIA GTX 1650,13.3,1920,1200,IPS 144Hz,54,Windows 10 Home,IR Camera TPM 2.0,11200000
2019,Asus Zenbook 37,Intel Core i5-1035G1,4,256,NVIDIA GTX 1650,16.1,2880,1800,IPS 144Hz,85,Windows 11 Home,Firmware TPM,12300000
2021,Asus TUF Gaming 43,AMD Ryzen 7 5800H,8,256,Intel UHD Graphics,16.0,2880,1800,IPS,91,Windows 11 Home,Privacy Shutter,7500000
2018,HP Victus 82,AMD Ryzen 3 3200U,8,1024,Intel Iris Xe,14.2,2880,1800,IPS,65,Windows 11 Home,Firmware TPM,7200000
2019,Asus TUF Gaming 20,Intel Core i3-8130U,4,1024,Intel UHD Graphics,13.6,1366,768,TN,63,Windows 11 Home,Fingerprint,5700000
2024,Acer Swift 91,Intel Core i7-13700H,32,1024,NVIDIA RTX 3050,14.0,2560,1600,IPS,42,Windows 11 Pro,IR Camera TPM 2.0,21400000
2022,Dell XPS 89,AMD Ryzen 9 8945HS,8,512,AMD Radeon Graphics,16.1,3024,1964,IPS 144Hz,94,Windows 11 Home,Firmware TPM,8400000
2026,Dell XPS 71,AMD Ryzen 7 9840U,64,2048,AMD Radeon 880M,15.6,1366,768,OLED 120Hz,85,Windows 11 Home,Fingerprint,30600000
2020,Lenovo ThinkPad 19,AMD Ryzen 7 5800H,4,256,Intel UHD Graphics,14.2,1366,768,IPS 144Hz,56,Windows 10 Home,Privacy Shutter,5200000
2025,Dell Vostro 19,Intel Core i9-16900HX,32,2048,Intel Arc Graphics 140V,14.0,2560,1600,OLED 120Hz,53,Windows 11 Home,Firmware TPM,23800000
2022,HP OmniBook 62,AMD Ryzen 7 7840HS,32,512,Intel Iris Xe,13.3,1920,1200,IPS 144Hz,48,Windows 11 Home,Firmware TPM,14000000
2022,Dell Inspiron 27,AMD Ryzen 9 8945HS,16,1024,NVIDIA RTX 4050,16.1,3024,1964,OLED,94,Windows 11 Pro,Firmware TPM,14900000
2020,Asus Zenbook 38,Intel Core i5-1035G1,4,256,NVIDIA GTX 1650,14.0,1366,768,TN,39,Windows 10 Home,Firmware TPM,9700000
2025,Acer Predator 52,Intel Core Ultra 7 258V,16,2048,NVIDIA RTX 4060,16.1,3024,1964,Mini LED 240Hz,79,Windows 11 Home,Firmware TPM,33900000
2026,HP OmniBook 21,Intel Core i9-16900HX,64,1024,NVIDIA RTX 5070,16.1,2880,1800,OLED 120Hz,82,Windows 11 Pro,Fingerprint,45800000
2022,MSI Modern 82,Intel Core i7-13700H,8,1024,NVIDIA RTX 4070,16.1,1920,1200,OLED 120Hz,97,Windows 11 Home,Privacy Shutter,27700000
2026,Lenovo ThinkPad 58,Intel Core i9-16900HX,32,1024,NVIDIA RTX 4070,13.3,1920,1200,OLED 120Hz,72,Windows 10 Home,Kensington Lock,34700000
2023,HP OmniBook 12,Intel Core i5-1240P,32,1024,NVIDIA RTX 4060,14.2,3024,1964,OLED 120Hz,37,Windows 11 Pro,Privacy Shutter,38500000
2018,Dell Inspiron 71,AMD Ryzen 3 3200U,4,512,NVIDIA RTX 3050,13.3,1366,768,TN,58,Windows 11 Pro,IR Camera TPM 2.0,11700000
2020,MSI Cyborg 27,Intel Core i3-8130U,4,512,Intel UHD Graphics,13.3,1920,1200,IPS,69,Windows 10 Home,IR Camera TPM 2.0,7300000
2021,MSI Modern 53,AMD Ryzen 7 5800H,4,1024,AMD Radeon Graphics,13.3,2560,1600,IPS 144Hz,60,Windows 11 Pro,Privacy Shutter,8600000
2018,Asus Zenbook 75,Intel Core i3-8130U,4,512,Intel UHD Graphics,15.6,3024,1964,IPS,67,Windows 10 Home,Privacy Shutter,5300000
2024,Lenovo IdeaPad Slim 50,Intel Core Ultra 7 155H,8,1024,NVIDIA RTX 3050,15.6,1366,768,IPS,84,Windows 11 Home,Firmware TPM,15000000
2019,Lenovo IdeaPad Slim 34,AMD Ryzen 7 5800H,4,256,Intel UHD Graphics,16.0,2560,1600,TN,78,Windows 11 Home,Firmware TPM,4700000
2021,HP Victus 27,AMD Ryzen 3 3200U,16,512,Intel Iris Xe,13.6,1920,1200,IPS,71,Windows 11 Home,Kensington Lock,9900000
2021,Apple MacBook Air 45,Apple M3 8-Core,24,1024,Apple M3 8-Core GPU,14.2,1366,768,IPS Retina,51,macOS,Touch ID,32800000
2023,HP OmniBook 68,Intel Core i5-1240P,32,1024,Intel Arc Graphics,16.0,1920,1200,IPS 144Hz,82,Windows 11 Pro,Fingerprint,16400000
2022,Lenovo Legion 75,Intel Core i5-1240P,32,512,AMD Radeon Graphics,14.2,1366,768,IPS 144Hz,51,Windows 11 Pro,Privacy Shutter,15600000
